Date,SP100,Amex,Cisco
3-Jan-00,788.79,43.38,54.03
4-Jan-00,759.01,41.75,51
5-Jan-00,761.52,40.75,50.85
6-Jan-00,762.64,41.58,50
7-Jan-00,783.49,42.18,52.94
10-Jan-00,790.92,42.77,54.9
11-Jan-00,785.25,43.17,53.25
12-Jan-00,782.73,42.94,51.9
13-Jan-00,787.96,43.17,53.1
14-Jan-00,797.52,44.14,53.78
18-Jan-00,795.68,41.94,56
19-Jan-00,790.31,41.21,56.15
20-Jan-00,783.33,41.9,56.19
21-Jan-00,779.78,41.97,57.62
24-Jan-00,758.74,42.06,54.53
25-Jan-00,767.31,43.82,56.06
26-Jan-00,762.79,44.2,53.6
27-Jan-00,759.61,45.09,53.31
28-Jan-00,738.04,43.79,51.94
31-Jan-00,754.26,45.59,54.75
1-Feb-00,766.89,46.76,58.9
2-Feb-00,763.92,45.43,56.94
3-Feb-00,771.96,45.07,58.9
4-Feb-00,775.51,44.67,60.56
7-Feb-00,774.19,44.95,62.6
8-Feb-00,782.21,45.1,62.9
9-Feb-00,765.47,43.32,64.4
10-Feb-00,768.98,42.75,67.97
11-Feb-00,752.04,42.48,65.47
14-Feb-00,756.8,42.61,65.25
15-Feb-00,763.06,44.03,64
16-Feb-00,754.2,42.57,63.58
17-Feb-00,752.19,40.94,65.25
18-Feb-00,728.52,38.26,62.9
22-Feb-00,731.58,38.5,61.97
23-Feb-00,736.3,35.97,69.32
24-Feb-00,731.16,35.97,68.62
25-Feb-00,719.78,34.52,66.38
28-Feb-00,727.75,36.7,65.28
29-Feb-00,738.64,37.13,66.1
1-Mar-00,743.54,37.49,65.85
2-Mar-00,750.26,36.96,66.38
3-Mar-00,765.95,36.94,68.72
6-Mar-00,752.96,35.77,68.07
7-Mar-00,732.25,34.97,66.03
8-Mar-00,739.86,33.97,66.19
9-Mar-00,756.97,33.97,69.65
10-Mar-00,749.5,35.06,68.19
13-Mar-00,743,35.02,68.1
14-Mar-00,730.75,35.54,65.88
15-Mar-00,749.3,36.77,64.32
16-Mar-00,781.93,39.78,65.83
17-Mar-00,786.74,39.74,67.5
20-Mar-00,785.3,39.29,67.07
21-Mar-00,806.87,40.37,70.43
22-Mar-00,810.55,40.88,72.19
23-Mar-00,831.7,43.17,77.81
24-Mar-00,832.65,43.06,79.37
27-Mar-00,830.17,41.65,80.06
28-Mar-00,821.4,42.2,77.87
29-Mar-00,827.5,41.96,76.06
30-Mar-00,813.81,41.23,73.62
31-Mar-00,815.06,41.21,77.31
3-Apr-00,820.62,43.03,72.94
4-Apr-00,813.29,40.68,73.12
5-Apr-00,806.29,39.99,72.12
6-Apr-00,814.09,39.02,71.81
7-Apr-00,821.52,38.48,74.94
10-Apr-00,817.14,39.62,72.56
11-Apr-00,816.76,40.18,70
12-Apr-00,792.9,41.71,65
13-Apr-00,777.29,40.4,61.13
14-Apr-00,731.96,37.08,57
17-Apr-00,762.49,37.08,66.5
18-Apr-00,785.92,38.72,69.25
19-Apr-00,771.62,38.6,66.12
20-Apr-00,777.12,39.64,65.12
24-Apr-00,772.55,41.6,63.44
25-Apr-00,795.55,43.8,66
26-Apr-00,789.07,42.86,66.75
27-Apr-00,790.7,42.96,69
28-Apr-00,781.42,41.44,69.33
1-May-00,791.12,41.96,71.44
2-May-00,779.25,41.04,68
3-May-00,761.18,39.36,66.06
4-May-00,756.81,40.12,63.63
5-May-00,769.79,40.64,67.75
8-May-00,763.59,42.15,62.75
9-May-00,757.82,41.02,62.75
10-May-00,739.91,39.74,58.5
11-May-00,754.74,41.16,60.25
12-May-00,761.67,41.79,59.94
15-May-00,776.53,43.4,60
16-May-00,784.23,42.51,60.56
17-May-00,772.53,42.36,58
18-May-00,766.83,43.09,55.38
19-May-00,752.95,41.84,53.44
22-May-00,748.04,41.27,55.25
23-May-00,732.55,42.2,50.55
24-May-00,747.1,41.58,55.13
25-May-00,736.95,40.64,54.5
26-May-00,736.08,40.8,54.94
30-May-00,761.42,42.1,59.88
31-May-00,761.55,44.9,56.94
1-Jun-00,777.59,44.8,60.94
2-Jun-00,792.69,46.26,64.37
5-Jun-00,790.75,46.26,63.25
6-Jun-00,783.39,44.9,61.31
7-Jun-00,791.13,46.93,62.88
8-Jun-00,785.33,45.74,63.69
9-Jun-00,779.7,44.62,64.37
12-Jun-00,774.25,44.62,62.13
13-Jun-00,789.43,45.32,65
14-Jun-00,790.35,47.19,65.19
15-Jun-00,798.88,46.15,66.5
16-Jun-00,788.74,42.83,67.81
19-Jun-00,802.91,44.49,68.94
20-Jun-00,797.56,44.9,67.12
21-Jun-00,800,43.76,67.44
22-Jun-00,785.09,44.44,64.56
23-Jun-00,781.07,44.59,62.63
26-Jun-00,789.21,46.72,62.81
27-Jun-00,784.94,45.06,62.25
28-Jun-00,788,44.28,63.56
29-Jun-00,779.74,43.66,61.19
30-Jun-00,790.25,43.35,63.56
3-Jul-00,796.03,43.55,64.62
5-Jul-00,783.37,43.41,61.88
6-Jul-00,789.92,43.26,64.75
7-Jul-00,803,44.77,65.37
10-Jul-00,799.59,45.7,63.13
11-Jul-00,801.05,45.03,62.13
12-Jul-00,805.91,45.81,63.88
13-Jul-00,808.03,45.86,65.25
14-Jul-00,815.52,47.11,68.25
17-Jul-00,817.75,46.9,69.62
18-Jul-00,807.19,45.96,67.25
19-Jul-00,802.95,45.86,66.81
20-Jul-00,813.09,47.37,69.5
21-Jul-00,804.55,49.35,68.12
24-Jul-00,795.83,47.52,66.06
25-Jul-00,802.44,46.54,68.12
26-Jul-00,791.19,46.33,68.56
27-Jul-00,793.04,48.57,68
28-Jul-00,776.18,46.64,62.81
31-Jul-00,782.64,47.21,65.44
1-Aug-00,784.01,47.42,63.19
2-Aug-00,783.02,47.78,60.94
3-Aug-00,791.14,48.3,64.37
4-Aug-00,795.85,49.81,65.56
7-Aug-00,803.72,48.57,66.25
8-Aug-00,805.96,48.93,65.5
9-Aug-00,807.06,49.66,67.81
10-Aug-00,799.04,48.83,63.38
11-Aug-00,804.75,49.76,64.31
14-Aug-00,816.34,49.97,64.5
15-Aug-00,811.81,49.29,63.19
16-Aug-00,806.91,47.73,63.06
17-Aug-00,815.09,48.72,63.44
18-Aug-00,813.64,48.72,63.5
21-Aug-00,818.44,49.24,65.5
22-Aug-00,818.58,48.25,64.81
23-Aug-00,822.81,47.73,67.19
24-Aug-00,825.15,47.06,66.5
25-Aug-00,823.55,47.11,65.5
28-Aug-00,829.19,49.09,66.06
29-Aug-00,827.3,49.09,66.56
30-Aug-00,820.93,49.09,66.56
31-Aug-00,827.41,49.15,68.62
1-Sep-00,829.83,48.67,68.56
5-Sep-00,823.49,49.76,66
6-Sep-00,814.28,49.97,64.25
7-Sep-00,818.03,49.4,66.25
8-Sep-00,812.9,50.49,63.88
11-Sep-00,808.12,51.48,61.19
12-Sep-00,802.57,51.12,58.88
13-Sep-00,803.02,51.06,61.31
14-Sep-00,799.34,50.65,61.25
15-Sep-00,789.77,49.4,62.75
18-Sep-00,778.93,48.3,60.06
19-Sep-00,787.77,49.81,62
20-Sep-00,782.55,48.3,63.13
21-Sep-00,780.39,48.51,61.13
22-Sep-00,774.08,48.93,60.31
25-Sep-00,766.01,49.97,57.19
26-Sep-00,756.87,49.61,55.19
27-Sep-00,758.63,48.93,57.31
28-Sep-00,773.32,50.75,59.44
29-Sep-00,759.83,50.6,55.25
2-Oct-00,763.26,52.47,55.5
3-Oct-00,758.03,51.22,56.25
4-Oct-00,762.03,50.77,58.56
5-Oct-00,764.45,50.87,57.56
6-Oct-00,750.97,48.32,56.19
9-Oct-00,744.23,47.22,53.69
10-Oct-00,737.68,46.28,51.13
11-Oct-00,724.02,45.34,51.19
12-Oct-00,703.68,43.26,49.81
13-Oct-00,729.01,44.98,56.06
16-Oct-00,725.48,46.49,54.5
17-Oct-00,711.72,44.82,54.56
18-Oct-00,706.77,45.24,52.25
19-Oct-00,733.89,46.75,58.25
20-Oct-00,738.16,46.75,57.31
23-Oct-00,734.35,45.34,55.88
24-Oct-00,738.42,47.64,54.88
25-Oct-00,719.14,47.85,50.63
26-Oct-00,720.62,45.4,53.56
27-Oct-00,726.18,46.54,50.69
30-Oct-00,732.77,48.73,48.06
31-Oct-00,750.93,50.04,53.88
1-Nov-00,748.39,48.68,52.13
2-Nov-00,753.52,48.06,55.75
3-Nov-00,751.7,49.72,56.75
6-Nov-00,755.44,50.56,55.13
7-Nov-00,756.3,50.82,56.75
8-Nov-00,743.32,48.37,52.13
9-Nov-00,739.21,48.58,53.25
10-Nov-00,719.11,47.59,50.06
13-Nov-00,712.16,46.6,50.38
14-Nov-00,729.67,47.79,53.13
15-Nov-00,733.3,48.11,53.56
16-Nov-00,724.18,48.16,51.06
17-Nov-00,725.09,46.75,52.75
20-Nov-00,710.04,43.89,51.25
21-Nov-00,713.7,44.41,53.69
22-Nov-00,700.72,43.21,50.56
24-Nov-00,711.16,42.84,52.69
27-Nov-00,714.78,44.2,51.25
28-Nov-00,708.47,45.97,51
29-Nov-00,712.47,47.48,51.69
30-Nov-00,697.28,45.81,47.88
1-Dec-00,695.99,45.24,48.5
4-Dec-00,701.27,43.36,45.81
5-Dec-00,732.09,45.03,52.13
6-Dec-00,717.25,44.82,51.44
7-Dec-00,710.29,44.56,49.94
8-Dec-00,727.06,45.71,52.38
11-Dec-00,733.97,47.12,54.81
12-Dec-00,728.91,46.86,54.38
13-Dec-00,720.59,47.12,51.13
14-Dec-00,710.67,46.23,50.94
15-Dec-00,689.48,45.55,48.17
18-Dec-00,694.35,47.33,42.94
19-Dec-00,686.85,45.81,41.75
20-Dec-00,661.5,42.9,36.5
21-Dec-00,668.58,43.83,38.88
22-Dec-00,684.23,44.35,41.5
26-Dec-00,687,44.41,40.75
27-Dec-00,691.18,44.35,40.75
28-Dec-00,692.29,45.03,39.56
29-Dec-00,686.45,45.81,38.25
2-Jan-01,667.13,43.36,33.31
3-Jan-01,703.97,46.72,41.31
4-Jan-01,700.92,45.26,41.88
5-Jan-01,681.71,43.07,36.63
8-Jan-01,677.31,40.87,36.55
9-Jan-01,679.45,39.2,37.13
10-Jan-01,684.78,38.99,36.25
11-Jan-01,693.4,39.99,39.13
12-Jan-01,687.88,40.04,38.06
16-Jan-01,693.05,40.35,38.5
17-Jan-01,691.98,41.29,39
18-Jan-01,704,41.45,41.88
19-Jan-01,705.23,40.61,40.38
22-Jan-01,703.17,37.58,41.44
23-Jan-01,712.04,38.84,42.63
24-Jan-01,714.33,38.63,42.56
25-Jan-01,710.81,38.73,39.31
26-Jan-01,709.06,38.94,38.38
29-Jan-01,711.55,39.76,37.25
30-Jan-01,718.46,40.01,38
31-Jan-01,715.2,39.34,37.44
1-Feb-01,719.7,39.66,38.25
2-Feb-01,705.48,40.18,35.5
5-Feb-01,709.66,40.43,34.56
6-Feb-01,708.52,39.25,35.75
7-Feb-01,700.77,38.73,31.06
8-Feb-01,694.32,39.34,30
9-Feb-01,682.35,39.28,28.19
12-Feb-01,692.06,40.18,29.56
13-Feb-01,684.75,39.07,28.5
14-Feb-01,682.68,38.95,29.37
15-Feb-01,688.5,39.14,30.81
16-Feb-01,675.42,39.44,28.25
20-Feb-01,661.36,38.4,26.06
21-Feb-01,647.6,36.72,25.12
22-Feb-01,647.29,37.17,26.44
23-Feb-01,642.64,37.5,27
26-Feb-01,655.8,37.75,26.06
27-Feb-01,650.97,37.95,24
28-Feb-01,640.71,36.65,23.69
1-Mar-01,641.38,35.91,24.5
2-Mar-01,633.89,36.54,22.19
5-Mar-01,638.43,36.16,23.08
6-Mar-01,645.45,35.91,24
7-Mar-01,650.72,36.92,24
8-Mar-01,651.46,37.11,22.81
9-Mar-01,633.4,35.69,20.62
12-Mar-01,601.51,33.74,18.81
13-Mar-01,613.51,34.77,21.37
14-Mar-01,596.1,32.14,20.25
15-Mar-01,600.71,33.24,20.31
16-Mar-01,587.99,31.89,19.94
19-Mar-01,597.67,32.37,20.81
20-Mar-01,581.93,31.13,19.06
21-Mar-01,569.97,29.22,19.31
22-Mar-01,567.66,28.98,19.75
23-Mar-01,580.71,30.74,18.69
26-Mar-01,588.45,31.55,17.87
27-Mar-01,605.58,33.12,18.12
28-Mar-01,588.31,32.58,15.75
29-Mar-01,584.9,32.54,15.25
30-Mar-01,591.63,34.49,15.81
2-Apr-01,584.4,33.17,15.06
3-Apr-01,562.38,31.73,13.75
4-Apr-01,560.99,30.3,13.69
5-Apr-01,588.52,32.06,14.94
6-Apr-01,577.35,30.73,13.63
9-Apr-01,581.47,31.08,14.49
10-Apr-01,597.85,31.95,15.86
11-Apr-01,598.45,32.18,17.4
12-Apr-01,608.25,32.8,17.98
16-Apr-01,605.99,32.25,17.2
17-Apr-01,611.78,32.63,16.66
18-Apr-01,639.33,35.64,17.93
19-Apr-01,649.03,35.96,18.91
20-Apr-01,643.66,34.73,19.15
23-Apr-01,633.89,33.91,17.33
24-Apr-01,625.74,34.11,16.26
25-Apr-01,635.59,34.4,15.73
26-Apr-01,640.29,35.07,15.21
27-Apr-01,649.11,36.61,15.6
30-Apr-01,645.47,35.45,16.98
1-May-01,655.55,35.36,17.8
2-May-01,657.33,36.19,20
3-May-01,647.75,35.54,18.66
4-May-01,658.74,36.7,19.64
7-May-01,657.46,36.11,19.25
8-May-01,656.39,34.57,20.38
9-May-01,652.14,34.82,19.13
10-May-01,651.42,35.86,18.83
11-May-01,645.43,35.38,19.05
14-May-01,647.47,35.5,18.57
15-May-01,646.26,35.02,18.74
16-May-01,664.6,37.08,20
17-May-01,665.58,37.13,19.86
18-May-01,668.38,36.58,20.2
21-May-01,678.6,37.66,22.87
22-May-01,676.06,38.54,23.48
23-May-01,665.19,37.41,22.36
24-May-01,668.3,37.33,22.91
25-May-01,658.29,36.27,22.05
29-May-01,652.9,35.5,20.46
30-May-01,642.96,35.38,19
31-May-01,646.23,35.25,19.26
1-Jun-01,649.61,35.47,18.85
4-Jun-01,654.48,35.77,19.73
5-Jun-01,662.09,35.66,21.54
6-Jun-01,655.07,35.05,20.76
7-Jun-01,658.59,34.45,21.82
8-Jun-01,651.92,34.31,20.49
11-Jun-01,646.59,34.66,20.38
12-Jun-01,647.55,34.99,20.37
13-Jun-01,639.92,34.75,19.02
14-Jun-01,629.42,33.29,17.74
15-Jun-01,626.63,32.59,16.65
18-Jun-01,624.47,32.26,16.5
19-Jun-01,626.66,32.34,16.64
20-Jun-01,634.05,33.03,16.4
21-Jun-01,642.97,33.81,17.68
22-Jun-01,636.15,34.11,17.52
25-Jun-01,632.03,33.38,18.51
26-Jun-01,629.54,32.64,18.02
27-Jun-01,626.69,32.01,17.93
28-Jun-01,635.58,33.04,18.58
29-Jun-01,632.02,32.47,18.2
2-Jul-01,639.96,33.07,19.22
3-Jul-01,638.55,33.5,19.19
5-Jul-01,628.56,33.12,17.58
6-Jul-01,612.95,32.1,16.79
9-Jul-01,618.29,32.04,17.25
10-Jul-01,608.79,31.03,16.2
11-Jul-01,607.01,31.31,16.7
12-Jul-01,622.46,32.31,17.86
13-Jul-01,626.85,33.01,18.74
16-Jul-01,620.6,32.17,17.71
17-Jul-01,626.91,32.52,17.79
18-Jul-01,623.06,31.45,17.15
19-Jul-01,627.08,31.87,17.76
20-Jul-01,625.59,31.85,17.99
23-Jul-01,614.41,31.98,18.27
24-Jul-01,604.16,31.7,18.38
25-Jul-01,613.95,31.92,18.7
26-Jul-01,619.14,32.52,19.38
27-Jul-01,620.16,33.12,19.06
30-Jul-01,618.89,33.3,18.89
31-Jul-01,622.16,33.82,19.22
1-Aug-01,623.61,34.8,20.3
2-Aug-01,626.27,34.74,20.25
3-Aug-01,623.65,33.92,20.05
6-Aug-01,615.21,33.36,19.54
7-Aug-01,618.71,33.69,19.26
8-Aug-01,607.53,33.37,17.98
9-Aug-01,607.83,33.39,18.29
10-Aug-01,611.41,33.42,18.33
13-Aug-01,610.49,33.51,18.21
14-Aug-01,607.02,33.04,17.65
15-Aug-01,603.02,32.42,17
16-Aug-01,605.03,32,17.48
17-Aug-01,593.87,31.45,16.61
20-Aug-01,599,32,16.9
21-Aug-01,590.27,30.7,16.01
22-Aug-01,594.68,31.22,16.48
23-Aug-01,592.93,31.61,16.76
24-Aug-01,606.71,32.05,18.25
27-Aug-01,604.22,31.89,18.01
28-Aug-01,594.13,31.04,17.09
29-Aug-01,586.34,31.03,17.08
30-Aug-01,574.38,30.15,16.01
31-Aug-01,577.4,30.54,16.33
4-Sep-01,578.04,30.57,15.77
5-Sep-01,578.89,30.8,14.88
6-Sep-01,565.51,29.59,14.4
7-Sep-01,553.89,29.02,14.36
10-Sep-01,558.58,29.36,14.47
17-Sep-01,529.1,25.37,14
18-Sep-01,526.8,22.96,13.57
19-Sep-01,518.85,21.81,13.49
20-Sep-01,501.02,21.97,12.88
21-Sep-01,491.7,21.48,12.09
24-Sep-01,513.03,23.07,12.56
25-Sep-01,517.92,22.59,12.6
26-Sep-01,516.29,22.88,12.23
27-Sep-01,521.96,23.03,11.24
28-Sep-01,533.1,24.37,12.18
1-Oct-01,533.4,24.64,11.9
2-Oct-01,539.57,24.32,11.48
3-Oct-01,550.6,25.18,13.95
4-Oct-01,548.45,24.29,14.42
5-Oct-01,549.38,23.37,14.94
8-Oct-01,544.88,23.08,15.05
9-Oct-01,541.84,24.39,14.59
10-Oct-01,554.76,24.83,15.15
11-Oct-01,563.39,25.23,16.46
12-Oct-01,560.78,25.22,16.95
15-Oct-01,560.43,25.98,16.21
16-Oct-01,564.14,26.32,16.97
17-Oct-01,554.67,25.27,15.6
18-Oct-01,551.01,25.31,16.72
19-Oct-01,553.8,24.66,16.72
22-Oct-01,562.52,25.5,16.83
23-Oct-01,559.05,25.45,16.41
24-Oct-01,558.69,25.22,17.23
25-Oct-01,565.62,25.79,17.74
26-Oct-01,567.98,25.84,17.29
29-Oct-01,553.34,25.18,16.42
30-Oct-01,545.06,24.83,16.57
31-Oct-01,544.43,24.75,16.92
1-Nov-01,558.24,25.01,17.66
2-Nov-01,559.99,25.18,17.26
5-Nov-01,566.68,25.54,17.9
6-Nov-01,576.3,25.7,18.47
7-Nov-01,573.64,26.64,18.93
8-Nov-01,576.62,27.25,19.09
9-Nov-01,577.99,27.51,19.2
12-Nov-01,576.13,26.99,19.26
13-Nov-01,587.04,27.04,19.58
14-Nov-01,589.16,28.11,19.89
15-Nov-01,590.44,28.92,20.14
16-Nov-01,588.07,27.86,20.02
19-Nov-01,595.07,28.76,20.71
20-Nov-01,590.03,28.3,19.79
21-Nov-01,586.36,28.17,19.15
23-Nov-01,593.27,28.9,19.59
26-Nov-01,596.24,29.54,19.93
27-Nov-01,590.83,29.08,19.7
28-Nov-01,578.92,28.3,18.88
29-Nov-01,585.28,28.02,19.89
30-Nov-01,584.8,27.68,20.44
3-Dec-01,578.66,27.03,19.86
4-Dec-01,585.63,28.05,20.52
5-Dec-01,597.7,29.11,21.54
6-Dec-01,596.77,29.57,21.79
7-Dec-01,591.78,29.18,21.16
10-Dec-01,581.24,28.59,20.74
11-Dec-01,579.32,28.81,20.78
12-Dec-01,580.37,28.11,20.5
13-Dec-01,570.6,27.42,19.01
14-Dec-01,572.38,27.13,19.39
17-Dec-01,578.97,27.88,19.26
18-Dec-01,583.38,28.07,19.62
19-Dec-01,588.72,29.1,19.35
20-Dec-01,584.3,28.22,18.29
21-Dec-01,586.41,28.43,18.19
24-Dec-01,585.19,28.81,18.11
26-Dec-01,587.5,29.18,18.24
27-Dec-01,590.87,29.43,18.49
28-Dec-01,591.75,30.32,18.54
31-Dec-01,584.28,30.02,18.11
2-Jan-02,588.98,30.24,19.23
3-Jan-02,595.13,30.72,20.76
4-Jan-02,598.61,31.79,20.83
7-Jan-02,594.41,31.69,20.53
8-Jan-02,592.5,31.23,20.95
9-Jan-02,589.62,31.31,20.85
10-Jan-02,590.56,31.84,21
11-Jan-02,584.2,31.54,20.21
14-Jan-02,580.86,30.55,19.63
15-Jan-02,584.85,31.82,19.68
16-Jan-02,574.99,30.88,18.94
17-Jan-02,581.63,31.32,19.48
18-Jan-02,575.24,31.2,18.85
22-Jan-02,570.63,31.38,18.06
23-Jan-02,573.63,30.72,18.93
24-Jan-02,575.09,30.98,19.05
25-Jan-02,575.14,31.18,19.13
28-Jan-02,574.91,30.59,19.7
29-Jan-02,557.28,29.03,19.01
30-Jan-02,564.38,29.75,19.34
31-Jan-02,573.49,30.22,19.8
1-Feb-02,569.35,28.17,19.21
4-Feb-02,553.43,28.17,18.31
5-Feb-02,552.38,29.08,18.5
6-Feb-02,550.2,27.73,18.61
7-Feb-02,548.69,27.86,17.06
8-Feb-02,557.28,28.53,16.76
11-Feb-02,565.08,28.25,17.69
12-Feb-02,562.51,27.81,17.26
13-Feb-02,567.79,28.67,17.52
14-Feb-02,567.13,29.15,17.46
15-Feb-02,559.65,28.39,17.09
19-Feb-02,549.22,28.03,16.81
20-Feb-02,557.59,28.52,16.69
21-Feb-02,548.58,28.17,15.11
22-Feb-02,554.04,28.36,15.24
25-Feb-02,563.78,29.53,15.6
26-Feb-02,562.67,29.7,15.5
27-Feb-02,563.09,30.15,14.24
28-Feb-02,562.41,30.72,14.27
1-Mar-02,576.16,31.45,15
4-Mar-02,586.52,33.19,16.48
5-Mar-02,581.95,32.91,16.51
6-Mar-02,590.21,33.65,16.77
7-Mar-02,586.88,33.3,17
8-Mar-02,589.84,34.11,17.8
11-Mar-02,591.73,35.02,17.42
12-Mar-02,591.09,34.63,16.77
13-Mar-02,584.7,34.11,16.36
14-Mar-02,584.33,34.23,16.74
15-Mar-02,591.13,35.53,16.54
18-Mar-02,589.63,35.36,16.52
19-Mar-02,592.09,35.85,16.74
20-Mar-02,582.17,35.27,16.02
21-Mar-02,582.44,34.57,16.49
22-Mar-02,580.09,34.64,16.57
25-Mar-02,571.67,34.04,16.18
26-Mar-02,575.17,34.22,16.29
27-Mar-02,577.49,34.72,16.34
28-Mar-02,577.87,34.52,16.93
1-Apr-02,576.68,33.88,17.52
2-Apr-02,571.48,33.6,16.42
3-Apr-02,566.03,33.38,16.6
4-Apr-02,566.72,33.91,16.87
5-Apr-02,564.02,34.37,16.15
8-Apr-02,563.95,34.32,16.18
9-Apr-02,558.83,34.82,14.82
10-Apr-02,565.35,34.97,15.55
11-Apr-02,549.46,33.93,14.87
12-Apr-02,553.74,34.15,15.3
15-Apr-02,547.72,33.92,15.01
16-Apr-02,561.29,34.93,15.58
17-Apr-02,559.73,34.75,15.97
18-Apr-02,559.36,35.8,15.44
19-Apr-02,559.79,36.68,15.26
22-Apr-02,550.04,35.98,14.87
23-Apr-02,545.8,36.18,14.01
24-Apr-02,541.86,35.95,14.43
25-Apr-02,540.69,35.99,14.59
26-Apr-02,532.37,35.51,13.91
29-Apr-02,526.84,34.63,14.13
30-Apr-02,532.4,34.64,14.65
1-May-02,538.53,35.25,13.7
2-May-02,537.53,35.66,13.64
3-May-02,530.52,35.34,13.14
6-May-02,519.48,34.72,12.89
7-May-02,518.22,34.34,13.08
8-May-02,540.62,36.06,16.27
9-May-02,531.69,35.67,15.75
10-May-02,523.24,35.05,15.42
13-May-02,533.76,36.32,15.7
14-May-02,545.6,37.58,16.45
15-May-02,542.02,37.9,16.56
16-May-02,547.88,37.58,17.01
17-May-02,553.3,37.32,17.25
20-May-02,545.28,36.57,16.58
21-May-02,538.28,35.72,16.16
22-May-02,541.92,35.81,16.56
23-May-02,547.57,36.24,16.9
24-May-02,539.92,35.92,16.57
28-May-02,534.32,35.2,16.38
29-May-02,530.04,35.78,15.65
30-May-02,528.88,35.68,16.01
31-May-02,529.2,35.9,15.78
3-Jun-02,514.74,34.7,15.33
4-Jun-02,516.03,33.86,16.08
5-Jun-02,520.87,34.64,15.92
6-Jun-02,509.55,34.09,15.46
7-Jun-02,507.32,33.07,15.73
10-Jun-02,509.03,33.47,15.47
11-Jun-02,500.7,32.71,14.99
12-Jun-02,507.02,31.37,15.29
13-Jun-02,502.16,30.34,14.89
14-Jun-02,501.76,30.37,14.3
17-Jun-02,516.18,32.26,15.07
18-Jun-02,516.73,32.69,14.71
19-Jun-02,507.64,32.08,14.49
20-Jun-02,500.02,31.6,14.08
21-Jun-02,489.42,31.5,13.74
24-Jun-02,493.04,31.33,14.06
25-Jun-02,483.42,30.68,13.45
26-Jun-02,482.57,30.13,13.43
27-Jun-02,491.61,31.32,13.82
28-Jun-02,490.12,30.68,13.95
1-Jul-02,478.96,31.34,13.09
2-Jul-02,470.11,31.17,12.56
3-Jul-02,474.41,30.63,13.04
5-Jul-02,492.66,31.61,14.05
8-Jul-02,486.29,31.32,13.67
9-Jul-02,475.24,30.61,13.14
10-Jul-02,458.69,29.48,13.51
11-Jul-02,462.92,29.65,14.05
12-Jul-02,458.91,29.61,14.38
15-Jul-02,457.17,28.47,14.44
16-Jul-02,448.81,28.68,14.27
17-Jul-02,453.68,28.79,14.8
18-Jul-02,441.28,28.38,14.34
19-Jul-02,423.1,26.79,13.65
22-Jul-02,407.88,24.52,12.98
23-Jul-02,396.75,24.26,12.5
24-Jul-02,419.98,25.76,13.09
25-Jul-02,417.3,25.61,11.61
26-Jul-02,426.93,25.54,11.82
29-Jul-02,450.87,28.35,13.31
30-Jul-02,452.9,28.71,13.34
31-Jul-02,458.87,29.84,13.19
1-Aug-02,444.32,29.08,12.1
2-Aug-02,434.05,27.95,11.89
5-Aug-02,418.56,25.7,11.36
6-Aug-02,431.17,27.08,12.07
7-Aug-02,441.46,27.99,12.99
8-Aug-02,457.16,29.67,13.2
9-Aug-02,458.82,30.43,13.12
12-Aug-02,456.15,30.03,13.41
13-Aug-02,445.3,29.48,13.37
14-Aug-02,464.44,30.78,14.35
15-Aug-02,469.78,31.7,14.36
16-Aug-02,468.44,31.15,14.45
19-Aug-02,480.84,31.85,14.72
20-Aug-02,474.03,30.91,14.73
21-Aug-02,480.04,31.34,15.11
22-Aug-02,485.95,32.32,15.1
23-Aug-02,474.5,31.6,14.45
26-Aug-02,477.59,32.21,14.49
27-Aug-02,471.15,31.39,14.02
28-Aug-02,462.53,30.67,13.72
29-Aug-02,462,30.5,14.2
30-Aug-02,460.8,30.52,13.82
3-Sep-02,440.03,28.22,13.07
4-Sep-02,447.98,29.2,13.27
5-Sep-02,439.14,28.87,12.77
6-Sep-02,446.67,29.37,13.03
9-Sep-02,451.27,29.51,12.96
10-Sep-02,455.89,29.62,13.43
11-Sep-02,455.41,29.45,13.57
12-Sep-02,443.23,28.64,13.04
13-Sep-02,444.24,28.94,13.05
16-Sep-02,446.65,29.49,12.93
17-Sep-02,438.55,28.14,12.54
18-Sep-02,435.99,27.47,12.5
19-Sep-02,423.06,26.7,12
20-Sep-02,423.9,26.9,12.08
23-Sep-02,417.38,26.47,11.96
24-Sep-02,410.87,26.2,11.43
25-Sep-02,421.68,26.83,11.96
26-Sep-02,428.51,27.84,11.36
27-Sep-02,413.22,26.64,11.23
30-Sep-02,407.25,26.39,10.48
1-Oct-02,425.74,27.69,10.94
2-Oct-02,415.93,26.47,10.05
3-Oct-02,412.27,25.42,9.81
4-Oct-02,403.22,24.21,9.46
7-Oct-02,396.15,22.57,9.08
8-Oct-02,402.88,24.1,8.6
9-Oct-02,392.69,23.19,9.23
10-Oct-02,405.91,24.86,9.74
11-Oct-02,422.68,26.19,10.32
14-Oct-02,425.54,26.39,9.99
15-Oct-02,447.26,28.61,10.99
16-Oct-02,436.19,27.32,9.81
17-Oct-02,446.21,28.93,10.17
18-Oct-02,449.02,28.68,10.51
21-Oct-02,456.24,29.22,10.95
22-Oct-02,452.59,28.96,11.22
23-Oct-02,454.73,28.59,11.26
24-Oct-02,447.88,27.63,11.75
25-Oct-02,455.65,28.11,11.78
28-Oct-02,452.09,29.06,10.9
29-Oct-02,448.86,29.64,10.6
30-Oct-02,452.6,30.66,10.91
